Category,ID,Latitude,Longitude,Date,MODIS_Tile,MYD13A2_061_Line_Y_1km,MYD13A2_061_Sample_X_1km,MYD13A2_061__1_km_16_days_NDVI,MYD13A2_061__1_km_16_days_VI_Quality,MYD13A2_061__1_km_16_days_VI_Quality_bitmask,MYD13A2_061__1_km_16_days_VI_Quality_MODLAND,MYD13A2_061__1_km_16_days_VI_Quality_MODLAND_Description,MYD13A2_061__1_km_16_days_VI_Quality_VI_Usefulness,MYD13A2_061__1_km_16_days_VI_Quality_VI_Usefulness_Description,MYD13A2_061__1_km_16_days_VI_Quality_Aerosol_Quantity,MYD13A2_061__1_km_16_days_VI_Quality_Aerosol_Quantity_Description,MYD13A2_061__1_km_16_days_VI_Quality_Adjacent_cloud_detected,MYD13A2_061__1_km_16_days_VI_Quality_Adjacent_cloud_detected_Description,MYD13A2_061__1_km_16_days_VI_Quality_Atmosphere_BRDF_Correction,MYD13A2_061__1_km_16_days_VI_Quality_Atmosphere_BRDF_Correction_Description,MYD13A2_061__1_km_16_days_VI_Quality_Mixed_Clouds,MYD13A2_061__1_km_16_days_VI_Quality_Mixed_Clouds_Description,MYD13A2_061__1_km_16_days_VI_Quality_Land/Water_Mask,MYD13A2_061__1_km_16_days_VI_Quality_Land/Water_Mask_Description,MYD13A2_061__1_km_16_days_VI_Quality_Possible_snow/ice,MYD13A2_061__1_km_16_days_VI_Quality_Possible_snow/ice_Description,MYD13A2_061__1_km_16_days_VI_Quality_Possible_shadow,MYD13A2_061__1_km_16_days_VI_Quality_Possible_shadow_Description
China,15,44.5,125.5,2019-07-20,h26v04,659.0,1141.0,0.9063,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2019-08-05,h26v04,659.0,1141.0,0.8499,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2019-08-21,h26v04,659.0,1141.0,0.8407,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2019-09-06,h26v04,659.0,1141.0,0.8499,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2019-09-22,h26v04,659.0,1141.0,0.5381,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2019-10-08,h26v04,659.0,1141.0,0.3803,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2019-10-24,h26v04,659.0,1141.0,0.2501,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2019-11-09,h26v04,659.0,1141.0,0.2256,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2019-11-25,h26v04,659.0,1141.0,0.2146,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2019-12-11,h26v04,659.0,1141.0,-0.01,18449.0,0b0100100000010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality (0100),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
China,15,44.5,125.5,2019-12-27,h26v04,659.0,1141.0,-0.0013,18449.0,0b0100100000010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality (0100),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
China,15,44.5,125.5,2020-01-09,h26v04,659.0,1141.0,0.0019,18449.0,0b0100100000010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality (0100),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
China,15,44.5,125.5,2020-01-25,h26v04,659.0,1141.0,-0.0036,18449.0,0b0100100000010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality (0100),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
China,15,44.5,125.5,2020-02-10,h26v04,659.0,1141.0,0.1609,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2020-02-26,h26v04,659.0,1141.0,0.1864,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2020-03-13,h26v04,659.0,1141.0,0.2063,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2020-03-29,h26v04,659.0,1141.0,0.2043,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2020-04-14,h26v04,659.0,1141.0,0.2109,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2020-04-30,h26v04,659.0,1141.0,0.2253,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2020-05-16,h26v04,659.0,1141.0,0.2754,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2020-06-01,h26v04,659.0,1141.0,0.3188,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2020-06-17,h26v04,659.0,1141.0,0.573,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2020-07-03,h26v04,659.0,1141.0,0.8811,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2020-07-19,h26v04,659.0,1141.0,0.8922,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2020-08-04,h26v04,659.0,1141.0,0.8507,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2020-08-20,h26v04,659.0,1141.0,0.0939,2062.0,0b0000100000001110,0b10,"Pixel produced, but most probably cloudy",0b0011,Decreasing quality (0011),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2020-09-05,h26v04,659.0,1141.0,0.8252,2441.0,0b0000100110001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2020-09-21,h26v04,659.0,1141.0,0.592,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2020-10-07,h26v04,659.0,1141.0,0.3356,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2020-10-23,h26v04,659.0,1141.0,0.2802,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2020-11-08,h26v04,659.0,1141.0,0.2427,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2020-11-24,h26v04,659.0,1141.0,0.0013,18449.0,0b0100100000010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality (0100),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
China,15,44.5,125.5,2020-12-10,h26v04,659.0,1141.0,0.0059,18449.0,0b0100100000010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality (0100),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
China,15,44.5,125.5,2020-12-26,h26v04,659.0,1141.0,0.0161,18449.0,0b0100100000010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality (0100),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
China,15,44.5,125.5,2021-01-09,h26v04,659.0,1141.0,0.0127,18449.0,0b0100100000010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality (0100),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
China,15,44.5,125.5,2021-01-25,h26v04,659.0,1141.0,0.0145,18453.0,0b0100100000010101,0b01,"VI produced, but check other QA",0b0101,Decreasing quality (0101),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
China,15,44.5,125.5,2021-02-10,h26v04,659.0,1141.0,0.0066,18449.0,0b0100100000010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality (0100),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
China,15,44.5,125.5,2021-02-26,h26v04,659.0,1141.0,0.1919,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2021-03-14,h26v04,659.0,1141.0,0.2224,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2021-03-30,h26v04,659.0,1141.0,0.2027,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2021-04-15,h26v04,659.0,1141.0,0.2166,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2021-05-01,h26v04,659.0,1141.0,0.2407,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2021-05-17,h26v04,659.0,1141.0,0.2308,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2021-06-02,h26v04,659.0,1141.0,0.3191,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2021-06-18,h26v04,659.0,1141.0,0.6734,2441.0,0b0000100110001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2021-07-04,h26v04,659.0,1141.0,0.87,2441.0,0b0000100110001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2021-07-20,h26v04,659.0,1141.0,0.8878,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2021-08-05,h26v04,659.0,1141.0,0.8787,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2021-08-21,h26v04,659.0,1141.0,0.8558,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2021-09-06,h26v04,659.0,1141.0,0.8194,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2021-09-22,h26v04,659.0,1141.0,0.4779,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2021-10-08,h26v04,659.0,1141.0,0.3812,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2021-10-24,h26v04,659.0,1141.0,0.2694,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2021-11-09,h26v04,659.0,1141.0,-0.0012,18449.0,0b0100100000010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality (0100),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
China,15,44.5,125.5,2021-11-25,h26v04,659.0,1141.0,-0.0026,18449.0,0b0100100000010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality (0100),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
China,15,44.5,125.5,2021-12-11,h26v04,659.0,1141.0,0.1962,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2021-12-27,h26v04,659.0,1141.0,0.0502,2062.0,0b0000100000001110,0b10,"Pixel produced, but most probably cloudy",0b0011,Decreasing quality (0011),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2022-01-09,h26v04,659.0,1141.0,0.1389,2450.0,0b0000100110010010,0b10,"Pixel produced, but most probably cloudy",0b0100,Decreasing quality (0100),0b10,Average,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2022-01-25,h26v04,659.0,1141.0,0.1653,2190.0,0b0000100010001110,0b10,"Pixel produced, but most probably cloudy",0b0011,Decreasing quality (0011),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2022-02-10,h26v04,659.0,1141.0,0.1638,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2022-02-26,h26v04,659.0,1141.0,0.198,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2022-03-14,h26v04,659.0,1141.0,0.2003,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2022-03-30,h26v04,659.0,1141.0,0.2148,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2022-04-15,h26v04,659.0,1141.0,0.2476,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2022-05-01,h26v04,659.0,1141.0,0.2519,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2022-05-17,h26v04,659.0,1141.0,0.2545,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2022-06-02,h26v04,659.0,1141.0,0.4128,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2022-06-18,h26v04,659.0,1141.0,0.8036,2441.0,0b0000100110001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2022-07-04,h26v04,659.0,1141.0,0.9168,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2022-07-20,h26v04,659.0,1141.0,0.91,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2022-08-05,h26v04,659.0,1141.0,0.8886,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2022-08-21,h26v04,659.0,1141.0,0.7345,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2022-09-06,h26v04,659.0,1141.0,0.8002,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2022-09-22,h26v04,659.0,1141.0,0.3393,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2022-10-08,h26v04,659.0,1141.0,0.2767,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2022-10-24,h26v04,659.0,1141.0,0.2187,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2022-11-09,h26v04,659.0,1141.0,0.1459,2261.0,0b0000100011010101,0b01,"VI produced, but check other QA",0b0101,Decreasing quality (0101),0b11,High,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2022-11-25,h26v04,659.0,1141.0,0.1658,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2022-12-11,h26v04,659.0,1141.0,0.2082,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2022-12-27,h26v04,659.0,1141.0,0.0155,18449.0,0b0100100000010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality (0100),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
China,15,44.5,125.5,2023-01-09,h26v04,659.0,1141.0,0.163,2190.0,0b0000100010001110,0b10,"Pixel produced, but most probably cloudy",0b0011,Decreasing quality (0011),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2023-01-25,h26v04,659.0,1141.0,0.181,2190.0,0b0000100010001110,0b10,"Pixel produced, but most probably cloudy",0b0011,Decreasing quality (0011),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2023-02-10,h26v04,659.0,1141.0,0.1913,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2023-02-26,h26v04,659.0,1141.0,0.2018,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2023-03-14,h26v04,659.0,1141.0,0.2044,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2023-03-30,h26v04,659.0,1141.0,0.2053,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2023-04-15,h26v04,659.0,1141.0,0.2186,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2023-05-01,h26v04,659.0,1141.0,0.2197,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2023-05-17,h26v04,659.0,1141.0,0.2789,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2023-06-02,h26v04,659.0,1141.0,0.3319,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2023-06-18,h26v04,659.0,1141.0,0.7285,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2023-07-04,h26v04,659.0,1141.0,0.8857,2513.0,0b0000100111010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality (0100),0b11,High,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2023-07-20,h26v04,659.0,1141.0,0.8622,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2023-08-05,h26v04,659.0,1141.0,0.8983,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2023-08-21,h26v04,659.0,1141.0,0.8598,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2023-09-06,h26v04,659.0,1141.0,0.8137,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2023-09-22,h26v04,659.0,1141.0,0.5189,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2023-10-08,h26v04,659.0,1141.0,0.3754,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2023-10-24,h26v04,659.0,1141.0,-0.0155,18449.0,0b0100100000010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality (0100),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
