Category,ID,Latitude,Longitude,Date,MODIS_Tile,VNP13A1_002_Line_Y_500m,VNP13A1_002_Sample_X_500m,VNP13A1_002_500_m_16_days_NDVI,VNP13A1_002_500_m_16_days_VI_Quality,VNP13A1_002_500_m_16_days_VI_Quality_bitmask,VNP13A1_002_500_m_16_days_VI_Quality_MODLAND,VNP13A1_002_500_m_16_days_VI_Quality_MODLAND_Description,VNP13A1_002_500_m_16_days_VI_Quality_VI_usefulness,VNP13A1_002_500_m_16_days_VI_Quality_VI_usefulness_Description,VNP13A1_002_500_m_16_days_VI_Quality_Aerosol_quantity,VNP13A1_002_500_m_16_days_VI_Quality_Aerosol_quantity_Description,VNP13A1_002_500_m_16_days_VI_Quality_Adjacent_cloud_detected,VNP13A1_002_500_m_16_days_VI_Quality_Adjacent_cloud_detected_Description,VNP13A1_002_500_m_16_days_VI_Quality_Atmosphere_BRDF_correction,VNP13A1_002_500_m_16_days_VI_Quality_Atmosphere_BRDF_correction_Description,VNP13A1_002_500_m_16_days_VI_Quality_Mixed_clouds,VNP13A1_002_500_m_16_days_VI_Quality_Mixed_clouds_Description,VNP13A1_002_500_m_16_days_VI_Quality_Land/Water_flag,VNP13A1_002_500_m_16_days_VI_Quality_Land/Water_flag_Description,VNP13A1_002_500_m_16_days_VI_Quality_Possible_snow/ice,VNP13A1_002_500_m_16_days_VI_Quality_Possible_snow/ice_Description,VNP13A1_002_500_m_16_days_VI_Quality_Possible_shadow,VNP13A1_002_500_m_16_days_VI_Quality_Possible_shadow_Description
China,16,30.5,114.5,2024-09-13,h27v05,2279.0,2077.0,0.577,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
China,16,30.5,114.5,2024-09-21,h27v05,2279.0,2077.0,0.5649,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
China,16,30.5,114.5,2024-09-29,h27v05,2279.0,2077.0,0.5649,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
China,16,30.5,114.5,2024-10-07,h27v05,2279.0,2077.0,0.6221,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
China,16,30.5,114.5,2024-10-15,h27v05,2279.0,2077.0,0.6289,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
China,16,30.5,114.5,2024-10-23,h27v05,2279.0,2077.0,0.6289,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
China,16,30.5,114.5,2024-10-31,h27v05,2279.0,2077.0,0.5073,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
China,16,30.5,114.5,2024-11-08,h27v05,2279.0,2077.0,0.5744,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
China,16,30.5,114.5,2024-11-16,h27v05,2279.0,2077.0,0.5264,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
China,16,30.5,114.5,2024-11-24,h27v05,2279.0,2077.0,0.5264,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
China,16,30.5,114.5,2024-12-02,h27v05,2279.0,2077.0,0.4531,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
China,16,30.5,114.5,2024-12-10,h27v05,2279.0,2077.0,0.4385,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
China,16,30.5,114.5,2024-12-18,h27v05,2279.0,2077.0,0.3397,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
China,16,30.5,114.5,2024-12-26,h27v05,2279.0,2077.0,0.3397,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
China,16,30.5,114.5,2025-01-01,h27v05,2279.0,2077.0,0.3226,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
China,16,30.5,114.5,2025-01-09,h27v05,2279.0,2077.0,0.3226,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
China,16,30.5,114.5,2025-01-17,h27v05,2279.0,2077.0,0.3173,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
China,16,30.5,114.5,2025-01-25,h27v05,2279.0,2077.0,0.3693,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
China,16,30.5,114.5,2025-02-02,h27v05,2279.0,2077.0,0.3693,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
China,16,30.5,114.5,2025-02-10,h27v05,2279.0,2077.0,0.2945,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
China,16,30.5,114.5,2025-02-18,h27v05,2279.0,2077.0,0.3375,2257.0,0b0000100011010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality,0b11,High,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
China,16,30.5,114.5,2025-02-26,h27v05,2279.0,2077.0,0.4268,2253.0,0b0000100011001101,0b01,"VI produced, but check other QA",0b0011,Decreasing quality,0b11,High,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
China,16,30.5,114.5,2025-03-06,h27v05,2279.0,2077.0,0.345,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
China,16,30.5,114.5,2025-03-14,h27v05,2279.0,2077.0,0.345,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
China,16,30.5,114.5,2025-03-22,h27v05,2279.0,2077.0,0.3907,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
China,16,30.5,114.5,2025-03-30,h27v05,2279.0,2077.0,0.5687,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
China,16,30.5,114.5,2025-04-07,h27v05,2279.0,2077.0,0.5687,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
China,16,30.5,114.5,2025-04-15,h27v05,2279.0,2077.0,0.6407,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
China,16,30.5,114.5,2025-04-23,h27v05,2279.0,2077.0,0.6173,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
China,16,30.5,114.5,2025-05-01,h27v05,2279.0,2077.0,0.7287,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
China,16,30.5,114.5,2025-05-09,h27v05,2279.0,2077.0,0.7287,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
China,16,30.5,114.5,2025-05-17,h27v05,2279.0,2077.0,0.7236,2257.0,0b0000100011010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality,0b11,High,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
China,16,30.5,114.5,2025-05-25,h27v05,2279.0,2077.0,0.6799,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
China,16,30.5,114.5,2025-06-02,h27v05,2279.0,2077.0,0.6986,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
China,16,30.5,114.5,2025-06-10,h27v05,2279.0,2077.0,0.6986,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
China,16,30.5,114.5,2025-06-18,h27v05,2279.0,2077.0,0.6223,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
China,16,30.5,114.5,2025-06-26,h27v05,2279.0,2077.0,0.7374,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
China,16,30.5,114.5,2025-07-04,h27v05,2279.0,2077.0,0.7824,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
China,16,30.5,114.5,2025-07-12,h27v05,2279.0,2077.0,0.7824,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
China,16,30.5,114.5,2025-07-20,h27v05,2279.0,2077.0,0.7409,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
China,16,30.5,114.5,2025-07-28,h27v05,2279.0,2077.0,0.6996,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
China,16,30.5,114.5,2025-08-05,h27v05,2279.0,2077.0,0.7349,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
China,16,30.5,114.5,2025-08-13,h27v05,2279.0,2077.0,0.7349,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
China,16,30.5,114.5,2025-08-21,h27v05,2279.0,2077.0,0.7443,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
China,16,30.5,114.5,2025-08-29,h27v05,2279.0,2077.0,0.7443,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
China,16,30.5,114.5,2025-09-06,h27v05,2279.0,2077.0,0.7797,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
China,16,30.5,114.5,2025-09-14,h27v05,2279.0,2077.0,0.7797,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
China,16,30.5,114.5,2025-09-22,h27v05,2279.0,2077.0,0.6975,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
China,16,30.5,114.5,2025-09-30,h27v05,2279.0,2077.0,0.6975,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
China,16,30.5,114.5,2025-10-08,h27v05,2279.0,2077.0,0.7274,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
China,16,30.5,114.5,2025-10-16,h27v05,2279.0,2077.0,0.7528,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
China,16,30.5,114.5,2025-10-24,h27v05,2279.0,2077.0,0.7528,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
China,16,30.5,114.5,2025-11-01,h27v05,2279.0,2077.0,0.6755,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
China,16,30.5,114.5,2025-11-09,h27v05,2279.0,2077.0,0.5982,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
China,16,30.5,114.5,2025-11-17,h27v05,2279.0,2077.0,0.5982,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
China,16,30.5,114.5,2025-11-25,h27v05,2279.0,2077.0,0.526,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
China,16,30.5,114.5,2025-12-03,h27v05,2279.0,2077.0,0.4193,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
China,16,30.5,114.5,2025-12-11,h27v05,2279.0,2077.0,0.4985,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
China,16,30.5,114.5,2025-12-19,h27v05,2279.0,2077.0,0.4985,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
China,16,30.5,114.5,2025-12-27,h27v05,2279.0,2077.0,0.4627,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
India,1,30.9,75.8,2012-01-17,h24v05,2183.0,1209.0,0.459,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
India,1,30.9,75.8,2012-01-25,h24v05,2183.0,1209.0,0.459,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
India,1,30.9,75.8,2012-02-02,h24v05,2183.0,1209.0,0.4779,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
India,1,30.9,75.8,2012-02-10,h24v05,2183.0,1209.0,0.4779,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
India,1,30.9,75.8,2012-02-18,h24v05,2183.0,1209.0,0.4476,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
India,1,30.9,75.8,2012-02-26,h24v05,2183.0,1209.0,0.4476,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
India,1,30.9,75.8,2012-03-05,h24v05,2183.0,1209.0,0.4428,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
India,1,30.9,75.8,2012-03-13,h24v05,2183.0,1209.0,0.4151,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
India,1,30.9,75.8,2012-03-21,h24v05,2183.0,1209.0,0.4151,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
India,1,30.9,75.8,2012-03-29,h24v05,2183.0,1209.0,0.3855,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
India,1,30.9,75.8,2012-04-06,h24v05,2183.0,1209.0,0.3855,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
India,1,30.9,75.8,2012-04-14,h24v05,2183.0,1209.0,0.3937,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
India,1,30.9,75.8,2012-04-22,h24v05,2183.0,1209.0,0.3937,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
India,1,30.9,75.8,2012-04-30,h24v05,2183.0,1209.0,0.3687,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
India,1,30.9,75.8,2012-05-08,h24v05,2183.0,1209.0,0.3619,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
India,1,30.9,75.8,2012-05-16,h24v05,2183.0,1209.0,0.3163,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
India,1,30.9,75.8,2012-05-24,h24v05,2183.0,1209.0,0.3163,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
India,1,30.9,75.8,2012-06-01,h24v05,2183.0,1209.0,0.2904,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
India,1,30.9,75.8,2012-06-09,h24v05,2183.0,1209.0,0.3088,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
India,1,30.9,75.8,2012-06-17,h24v05,2183.0,1209.0,0.3088,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
India,1,30.9,75.8,2012-06-25,h24v05,2183.0,1209.0,0.3087,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
India,1,30.9,75.8,2012-07-03,h24v05,2183.0,1209.0,0.3529,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
India,1,30.9,75.8,2012-07-11,h24v05,2183.0,1209.0,0.3087,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
India,1,30.9,75.8,2012-07-19,h24v05,2183.0,1209.0,0.3087,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
India,1,30.9,75.8,2012-07-27,h24v05,2183.0,1209.0,0.7133,35293.0,0b1000100111011101,0b01,"VI produced, but check other QA",0b0111,Decreasing quality,0b11,High,0b1,Yes,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b1,Yes
India,1,30.9,75.8,2012-08-04,h24v05,2183.0,1209.0,0.5832,34961.0,0b1000100010010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b1,Yes
India,1,30.9,75.8,2012-08-12,h24v05,2183.0,1209.0,0.5832,34961.0,0b1000100010010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b1,Yes
India,1,30.9,75.8,2012-08-20,h24v05,2183.0,1209.0,0.8889,35293.0,0b1000100111011101,0b01,"VI produced, but check other QA",0b0111,Decreasing quality,0b11,High,0b1,Yes,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b1,Yes
India,1,30.9,75.8,2012-08-28,h24v05,2183.0,1209.0,0.6338,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
India,1,30.9,75.8,2012-09-05,h24v05,2183.0,1209.0,0.5574,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
India,1,30.9,75.8,2012-09-13,h24v05,2183.0,1209.0,0.5352,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
India,1,30.9,75.8,2012-09-21,h24v05,2183.0,1209.0,0.5352,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
India,1,30.9,75.8,2012-09-29,h24v05,2183.0,1209.0,0.5165,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
India,1,30.9,75.8,2012-10-07,h24v05,2183.0,1209.0,0.4477,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
India,1,30.9,75.8,2012-10-15,h24v05,2183.0,1209.0,0.4373,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
India,1,30.9,75.8,2012-10-23,h24v05,2183.0,1209.0,0.4163,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
India,1,30.9,75.8,2012-10-31,h24v05,2183.0,1209.0,0.1281,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
India,1,30.9,75.8,2012-11-08,h24v05,2183.0,1209.0,0.3439,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
India,1,30.9,75.8,2012-11-16,h24v05,2183.0,1209.0,0.364,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
India,1,30.9,75.8,2012-11-24,h24v05,2183.0,1209.0,0.3665,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
India,1,30.9,75.8,2012-12-02,h24v05,2183.0,1209.0,0.3665,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
India,1,30.9,75.8,2012-12-10,h24v05,2183.0,1209.0,0.4182,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
India,1,30.9,75.8,2012-12-18,h24v05,2183.0,1209.0,0.4182,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
India,1,30.9,75.8,2012-12-26,h24v05,2183.0,1209.0,0.3619,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
India,1,30.9,75.8,2013-01-01,h24v05,2183.0,1209.0,0.3619,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
