Category,ID,Latitude,Longitude,Date,MODIS_Tile,MOD13A2_061_Line_Y_1km,MOD13A2_061_Sample_X_1km,MOD13A2_061__1_km_16_days_NDVI,MOD13A2_061__1_km_16_days_VI_Quality,MOD13A2_061__1_km_16_days_VI_Quality_bitmask,MOD13A2_061__1_km_16_days_VI_Quality_MODLAND,MOD13A2_061__1_km_16_days_VI_Quality_MODLAND_Description,MOD13A2_061__1_km_16_days_VI_Quality_VI_Usefulness,MOD13A2_061__1_km_16_days_VI_Quality_VI_Usefulness_Description,MOD13A2_061__1_km_16_days_VI_Quality_Aerosol_Quantity,MOD13A2_061__1_km_16_days_VI_Quality_Aerosol_Quantity_Description,MOD13A2_061__1_km_16_days_VI_Quality_Adjacent_cloud_detected,MOD13A2_061__1_km_16_days_VI_Quality_Adjacent_cloud_detected_Description,MOD13A2_061__1_km_16_days_VI_Quality_Atmosphere_BRDF_Correction,MOD13A2_061__1_km_16_days_VI_Quality_Atmosphere_BRDF_Correction_Description,MOD13A2_061__1_km_16_days_VI_Quality_Mixed_Clouds,MOD13A2_061__1_km_16_days_VI_Quality_Mixed_Clouds_Description,MOD13A2_061__1_km_16_days_VI_Quality_Land/Water_Mask,MOD13A2_061__1_km_16_days_VI_Quality_Land/Water_Mask_Description,MOD13A2_061__1_km_16_days_VI_Quality_Possible_snow/ice,MOD13A2_061__1_km_16_days_VI_Quality_Possible_snow/ice_Description,MOD13A2_061__1_km_16_days_VI_Quality_Possible_shadow,MOD13A2_061__1_km_16_days_VI_Quality_Possible_shadow_Description
Iran,19,36.3,59.5,2008-06-09,h22v05,443.0,954.0,0.1382,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2008-06-25,h22v05,443.0,954.0,0.1349,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2008-07-11,h22v05,443.0,954.0,0.127,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2008-07-27,h22v05,443.0,954.0,0.1534,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2008-08-12,h22v05,443.0,954.0,0.1302,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2008-08-28,h22v05,443.0,954.0,0.1247,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2008-09-13,h22v05,443.0,954.0,0.1076,2057.0,0b0000100000001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2008-09-29,h22v05,443.0,954.0,0.0891,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2008-10-15,h22v05,443.0,954.0,0.1075,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2008-10-31,h22v05,443.0,954.0,0.0697,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2008-11-16,h22v05,443.0,954.0,0.1073,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2008-12-02,h22v05,443.0,954.0,0.0808,2120.0,0b0000100001001000,0b00,"VI produced, good quality",0b0010,Decreasing quality (0010),0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2008-12-18,h22v05,443.0,954.0,0.0808,2189.0,0b0000100010001101,0b01,"VI produced, but check other QA",0b0011,Decreasing quality (0011),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2009-01-01,h22v05,443.0,954.0,0.0469,35217.0,0b1000100110010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality (0100),0b10,Average,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b1,Yes
Iran,19,36.3,59.5,2009-01-17,h22v05,443.0,954.0,0.0804,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2009-02-02,h22v05,443.0,954.0,0.0766,2057.0,0b0000100000001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2009-02-18,h22v05,443.0,954.0,0.0845,2445.0,0b0000100110001101,0b01,"VI produced, but check other QA",0b0011,Decreasing quality (0011),0b10,Average,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2009-03-06,h22v05,443.0,954.0,0.0775,2058.0,0b0000100000001010,0b10,"Pixel produced, but most probably cloudy",0b0010,Decreasing quality (0010),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2009-03-22,h22v05,443.0,954.0,0.1186,2057.0,0b0000100000001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2009-04-07,h22v05,443.0,954.0,0.135,2372.0,0b0000100101000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2009-04-23,h22v05,443.0,954.0,0.1552,2321.0,0b0000100100010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality (0100),0b00,Climatology,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2009-05-09,h22v05,443.0,954.0,0.1928,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2009-05-25,h22v05,443.0,954.0,0.1996,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2009-06-10,h22v05,443.0,954.0,0.1734,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2009-06-26,h22v05,443.0,954.0,0.1181,2058.0,0b0000100000001010,0b10,"Pixel produced, but most probably cloudy",0b0010,Decreasing quality (0010),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2009-07-12,h22v05,443.0,954.0,0.1469,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2009-07-28,h22v05,443.0,954.0,0.138,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2009-08-13,h22v05,443.0,954.0,0.1627,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2009-08-29,h22v05,443.0,954.0,0.1402,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2009-09-14,h22v05,443.0,954.0,0.1656,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2009-09-30,h22v05,443.0,954.0,0.1597,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2009-10-16,h22v05,443.0,954.0,0.1214,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2009-11-01,h22v05,443.0,954.0,0.1085,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2009-11-17,h22v05,443.0,954.0,0.1061,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2009-12-03,h22v05,443.0,954.0,0.0657,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2009-12-19,h22v05,443.0,954.0,0.0799,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2010-01-01,h22v05,443.0,954.0,0.0963,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2010-01-17,h22v05,443.0,954.0,0.0843,2372.0,0b0000100101000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2010-02-02,h22v05,443.0,954.0,0.0924,2372.0,0b0000100101000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2010-02-18,h22v05,443.0,954.0,0.0946,2058.0,0b0000100000001010,0b10,"Pixel produced, but most probably cloudy",0b0010,Decreasing quality (0010),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2010-03-06,h22v05,443.0,954.0,0.0918,2057.0,0b0000100000001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2010-03-22,h22v05,443.0,954.0,0.1132,2057.0,0b0000100000001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2010-04-07,h22v05,443.0,954.0,0.1153,2372.0,0b0000100101000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2010-04-23,h22v05,443.0,954.0,0.1995,35221.0,0b1000100110010101,0b01,"VI produced, but check other QA",0b0101,Decreasing quality (0101),0b10,Average,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b1,Yes
Iran,19,36.3,59.5,2010-05-09,h22v05,443.0,954.0,0.1548,2057.0,0b0000100000001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2010-05-25,h22v05,443.0,954.0,0.1754,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2010-06-10,h22v05,443.0,954.0,0.1537,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2010-06-26,h22v05,443.0,954.0,0.145,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2010-07-12,h22v05,443.0,954.0,0.175,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2010-07-28,h22v05,443.0,954.0,0.1314,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2010-08-13,h22v05,443.0,954.0,0.1639,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2010-08-29,h22v05,443.0,954.0,0.142,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2010-09-14,h22v05,443.0,954.0,0.1385,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2010-09-30,h22v05,443.0,954.0,0.155,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2010-10-16,h22v05,443.0,954.0,0.142,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2010-11-01,h22v05,443.0,954.0,0.118,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2010-11-17,h22v05,443.0,954.0,0.1113,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2010-12-03,h22v05,443.0,954.0,0.0846,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2010-12-19,h22v05,443.0,954.0,0.0761,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2011-01-01,h22v05,443.0,954.0,0.0709,2445.0,0b0000100110001101,0b01,"VI produced, but check other QA",0b0011,Decreasing quality (0011),0b10,Average,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2011-01-17,h22v05,443.0,954.0,0.0759,2372.0,0b0000100101000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2011-02-02,h22v05,443.0,954.0,0.0778,2058.0,0b0000100000001010,0b10,"Pixel produced, but most probably cloudy",0b0010,Decreasing quality (0010),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2011-02-18,h22v05,443.0,954.0,0.2098,51681.0,0b1100100111100001,0b01,"VI produced, but check other QA",0b1000,Decreasing quality (1000),0b11,High,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b1,Yes
Iran,19,36.3,59.5,2011-03-06,h22v05,443.0,954.0,0.0816,2057.0,0b0000100000001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2011-03-22,h22v05,443.0,954.0,0.0834,2058.0,0b0000100000001010,0b10,"Pixel produced, but most probably cloudy",0b0010,Decreasing quality (0010),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2011-04-07,h22v05,443.0,954.0,0.1043,2372.0,0b0000100101000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2011-04-23,h22v05,443.0,954.0,0.1162,2058.0,0b0000100000001010,0b10,"Pixel produced, but most probably cloudy",0b0010,Decreasing quality (0010),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2011-05-09,h22v05,443.0,954.0,0.166,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2011-05-25,h22v05,443.0,954.0,0.1782,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2011-06-10,h22v05,443.0,954.0,0.1354,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2011-06-26,h22v05,443.0,954.0,0.1404,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2011-07-12,h22v05,443.0,954.0,0.1409,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2011-07-28,h22v05,443.0,954.0,0.1541,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2011-08-13,h22v05,443.0,954.0,0.1372,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2011-08-29,h22v05,443.0,954.0,0.1292,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2011-09-14,h22v05,443.0,954.0,0.1368,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2011-09-30,h22v05,443.0,954.0,0.1464,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2011-10-16,h22v05,443.0,954.0,0.1258,2057.0,0b0000100000001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2011-11-01,h22v05,443.0,954.0,0.1018,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2011-11-17,h22v05,443.0,954.0,0.0075,2058.0,0b0000100000001010,0b10,"Pixel produced, but most probably cloudy",0b0010,Decreasing quality (0010),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2011-12-03,h22v05,443.0,954.0,0.0852,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2011-12-19,h22v05,443.0,954.0,0.0953,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2012-01-01,h22v05,443.0,954.0,-0.0075,18449.0,0b0100100000010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality (0100),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
Iran,19,36.3,59.5,2012-01-17,h22v05,443.0,954.0,0.0849,35217.0,0b1000100110010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality (0100),0b10,Average,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b1,Yes
Iran,19,36.3,59.5,2012-02-02,h22v05,443.0,954.0,0.0827,2372.0,0b0000100101000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2012-02-18,h22v05,443.0,954.0,0.1152,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2012-03-05,h22v05,443.0,954.0,0.0056,18445.0,0b0100100000001101,0b01,"VI produced, but check other QA",0b0011,Decreasing quality (0011),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
Iran,19,36.3,59.5,2012-03-21,h22v05,443.0,954.0,0.1103,2317.0,0b0000100100001101,0b01,"VI produced, but check other QA",0b0011,Decreasing quality (0011),0b00,Climatology,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2012-04-06,h22v05,443.0,954.0,0.186,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2012-04-22,h22v05,443.0,954.0,0.2228,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2012-05-08,h22v05,443.0,954.0,0.1614,2061.0,0b0000100000001101,0b01,"VI produced, but check other QA",0b0011,Decreasing quality (0011),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2012-05-24,h22v05,443.0,954.0,0.1656,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2012-06-09,h22v05,443.0,954.0,0.1588,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2012-06-25,h22v05,443.0,954.0,0.1682,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2012-07-11,h22v05,443.0,954.0,0.179,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2012-07-27,h22v05,443.0,954.0,0.1486,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2012-08-12,h22v05,443.0,954.0,0.161,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2012-08-28,h22v05,443.0,954.0,0.1388,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2012-09-13,h22v05,443.0,954.0,0.139,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
